denylist_tier,openalex_id,s2_id,arxiv_id,doi,title,year,venue,domain,sources
1hop_referenced,https://openalex.org/W2908351833,,,https://doi.org/10.1093/bioinformatics/bty1068,Promoter analysis and prediction in the human genome using sequence-based deep learning models,2018,Bioinformatics,,
1hop_referenced,https://openalex.org/W2911489562,,,https://doi.org/10.1093/bioinformatics/btz682,BioBERT: a pre-trained biomedical language representation model for biomedical text mining,2019,Bioinformatics,,
1hop_referenced,https://openalex.org/W2919115771,,,https://doi.org/10.1038/nature14539,Deep learning,2015,Nature,,
1hop_referenced,https://openalex.org/W2932524182,,,https://doi.org/10.3389/fgene.2019.00286,DeePromoter: Robust Promoter Predictor Using Deep Learning,2019,Frontiers in Genetics,,
1hop_referenced,https://openalex.org/W2966164316,,,https://doi.org/10.1007/s13042-019-00990-x,DeepSite: bidirectional LSTM and CNN models for predicting DNA–protein binding,2019,International Journal of Machine Learning and Cybernetics,,
1hop_referenced,https://openalex.org/W2972483465,,,https://doi.org/10.2196/14830,Fine-Tuning Bidirectional Encoder Representations From Transformers (BERT)–Based Models on Large-Scale Electronic Health Record Notes: An Empirical Study,2019,JMIR Medical Informatics,,
1hop_referenced,https://openalex.org/W2979343233,,,https://doi.org/10.1038/s41576-019-0173-8,Determinants of enhancer and promoter activities of regulatory elements,2019,Nature Reviews Genetics,,
1hop_referenced,https://openalex.org/W2996771978,,,https://doi.org/10.1186/s12859-019-3306-3,SpliceFinder: ab initio prediction of splice sites using convolutional neural network,2019,BMC Bioinformatics,,
1hop_referenced,https://openalex.org/W2997317337,,,,The Linguistics of DNA,1992,AmSci,,
1hop_referenced,https://openalex.org/W3000224897,,,https://doi.org/10.1038/s41598-019-56894-x,In silico analysis of alternative splicing on drug-target gene interactions,2020,Scientific Reports,,
1hop_referenced,https://openalex.org/W3096508121,,,https://doi.org/10.1109/tcbb.2020.3035021,Novel Transformer Networks for Improved Sequence Labeling in genomics,2020,IEEE/ACM Transactions on Computational Biology and Bioinformatics,,
1hop_referenced,https://openalex.org/W4248165980,,,https://doi.org/10.1016/s0092-8240(87)90018-8,Formal language theory and DNA: An analysis of the generative capacity of specific recombinant behaviors,1987,Bulletin of Mathematical Biology,,
1hop_referenced,https://openalex.org/W6753819590,,,,,,,,
1hop_referenced,https://openalex.org/W6755483654,,,,,,,,
1hop_referenced,https://openalex.org/W6772162023,,,,,,,,
1hop_referenced,https://openalex.org/W1721907504,,,,Qualitatively predicting acetylation and methylation areas in DNA sequences.,2005,PubMed,,
1hop_referenced,https://openalex.org/W1522301498,,,https://doi.org/10.48550/arxiv.1412.6980,Adam: A Method for Stochastic Optimization,2014,UvA-DARE (University of Amsterdam),,
1hop_referenced,https://openalex.org/W1968426398,,,https://doi.org/10.1524/auto.2011.0951,Simulation physiologischer Regelkreise mit der objektorientierten Modellbibliothek “HumanLib”,2011,at - Automatisierungstechnik,,
1hop_referenced,https://openalex.org/W2025943989,,,https://doi.org/10.1038/nature12531,Transcriptome and genome sequencing uncovers functional variation in humans,2013,Nature,,
1hop_referenced,https://openalex.org/W2101234009,,,https://doi.org/10.48550/arxiv.1201.0490,Scikit-learn: Machine Learning in Python,2012,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2103302926,,,https://doi.org/10.1016/j.cell.2005.06.026,Genome-wide Map of Nucleosome Acetylation and Methylation in Yeast,2005,Cell,,
1hop_referenced,https://openalex.org/W2104549677,,,https://doi.org/10.1038/nature15393,A global reference for human genetic variation,2015,Nature,,
1hop_referenced,https://openalex.org/W2233603983,,,https://doi.org/10.1186/s13059-015-0866-z,Ancient DNA and the rewriting of human history: be sparing with Occam’s razor,2016,Genome biology,,
1hop_referenced,https://openalex.org/W2770026599,,,https://doi.org/10.1093/nar/gkx1153,ClinVar: improving access to variant interpretations and supporting evidence,2017,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W2887831258,,,https://doi.org/10.1038/s41467-018-05748-7,Decoding a cancer-relevant splicing decision in the RON proto-oncogene using high-throughput mutagenesis,2018,Nature Communications,,
1hop_referenced,https://openalex.org/W2896457183,,,https://doi.org/10.4230/lipics.cosit.2022.18,AI-Assisted Pipeline for Dynamic Generation of Trustworthy Health Supplement Content at Scale,2018,DROPS (Schloss Dagstuhl – Leibniz Center for Informatics),,
1hop_referenced,https://openalex.org/W2909194804,,,https://doi.org/10.1016/j.cell.2018.12.015,Predicting Splicing from Primary Sequence with Deep Learning,2019,Cell,,
1hop_referenced,https://openalex.org/W2919831875,,,https://doi.org/10.1186/s12859-019-2669-9,ElemCor: accurate data analysis and enrichment calculation for high-resolution LC-MS stable isotope labeling experiments,2019,BMC Bioinformatics,,
1hop_referenced,https://openalex.org/W2943552823,,,https://doi.org/10.48550/arxiv.1905.00537,SuperGLUE: A Stickier Benchmark for General-Purpose Language Understanding Systems,2019,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2952239877,,,https://doi.org/10.1101/gr.227819.117,Sequential regulatory activity prediction across chromosomes with convolutional neural networks,2018,Genome Research,,
1hop_referenced,https://openalex.org/W3011413344,,,https://doi.org/10.1126/science.aay5012,Insights into human genetic variation and population history from 929 diverse genomes,2020,Science,,
1hop_referenced,https://openalex.org/W3026475692,,,https://doi.org/10.1016/j.celrep.2020.107663,Predicting mRNA Abundance Directly from Genomic Sequence Using Deep Convolutional Neural Networks,2020,Cell Reports,,
1hop_referenced,https://openalex.org/W3030163527,,,https://doi.org/10.48550/arxiv.2005.14165,Language Models are Few-Shot Learners,2020,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W3037601773,,,https://doi.org/10.1007/s00439-020-02199-3,The Human Gene Mutation Database (HGMD®): optimizing its use in a clinical diagnostic or research setting,2020,Human Genetics,,
1hop_referenced,https://openalex.org/W3037888463,,,,,,,,
1hop_referenced,https://openalex.org/W3040739508,,,https://doi.org/10.1101/2020.07.12.199554,ProtTrans: Towards Cracking the Language of Life’s Code Through Self-Supervised Learning,2020,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W3042669608,,,https://doi.org/10.1371/journal.pcbi.1008050,Cross-species regulatory sequence activity prediction,2020,PLoS Computational Biology,,
1hop_referenced,https://openalex.org/W3083095175,,,https://doi.org/10.1101/2020.09.04.282814,Embeddings from deep learning transfer GO annotations beyond homology,2020,bioRxiv (Cold Spring Harbor Laboratory),,
